employee_id,name,department,job_title,location,annual_salary_inr,years_experience,age,status,performance_rating,projects_completed,joining_year,manager_name,employment_type,primary_skills
10472,Maya Kapoor,Marketing,Marketing Analyst,Hyderabad,1292963,12.1,54,Active,Very Good,3,2020,Rahul Kapoor,Full Time,"Data Governance, SQL, Collibra"
10473,Simran Sharma,Technology,ML Engineer,Bengaluru,1130814,11.6,27,On Leave,Very Good,5,2012,Kabir Shah,Full Time,"Machine Learning, Python, Scikit-learn"
10474,Yash Rao,Operations,Operations Analyst,Pune,850670,4.9,21,Active,Very Good,1,2018,Sneha Rao,Full Time,"Data Governance, SQL, Collibra"
10475,Neha Rao,Marketing,Marketing Specialist,Chennai,1606300,11.2,37,On Leave,Excellent,7,2021,Maya Patel,Contract,"Excel, SQL, Tableau"
10476,Yash Patel,Human Resources,HR Analyst,Chennai,1364821,9.1,57,On Leave,Good,7,2019,Aditi Kulkarni,Full Time,"Python, PySpark, AWS"
10477,Nikhil Sharma,Data Engineering,ETL Developer,Ahmedabad,1791908,0.6,32,Active,Very Good,8,2016,Aditya Desai,Full Time,"Java, Spring Boot, SQL"
10478,Vikram Joshi,Human Resources,Talent Partner,Pune,624007,14.6,41,Active,Meets Expectations,2,2018,Kavya Mehta,Full Time,"Java, Spring Boot, SQL"
10479,Isha Gupta,Operations,Operations Manager,Gurugram,1452570,10.1,41,On Leave,Needs Improvement,7,2022,Kabir Singh,Full Time,"LLM, RAG, LangChain, Python"
10480,Ananya Patel,Product,Product Operations Analyst,Ahmedabad,1122489,9.8,22,Active,Very Good,3,2021,Aditya Patel,Contract,"AWS, Docker, Kubernetes"
10481,Nikhil Kulkarni,Technology,ML Engineer,Mumbai,715960,13.1,54,Active,Needs Improvement,1,2025,Arjun Gupta,Full Time,"Machine Learning, Python, Scikit-learn"
10482,Priya Kapoor,Cybersecurity,IAM Analyst,Pune,1708548,9.1,25,Active,Needs Improvement,5,2016,Riya Patel,Full Time,"Python, SQL, Pandas"
10483,Arjun Patel,Technology,ML Engineer,Delhi,1189553,10.5,24,Notice Period,Meets Expectations,5,2023,Manish Rao,Full Time,"Data Governance, SQL, Collibra"
10484,Arjun Gupta,Cybersecurity,IAM Analyst,Gurugram,1818839,9.2,51,Notice Period,Meets Expectations,5,2018,Yash Rao,Contract,"AWS, Docker, Kubernetes"
10485,Sneha Khan,Cybersecurity,Cybersecurity Engineer,Bengaluru,1809430,12.7,42,Active,Needs Improvement,7,2026,Sneha Sharma,Contract,"Machine Learning, Python, Scikit-learn"
10486,Arjun Verma,Marketing,Growth Analyst,Ahmedabad,2095353,10.2,27,Active,Excellent,1,2023,Tanvi Kulkarni,Full Time,"Excel, SQL, Tableau"
10487,Ananya Iyer,Finance,FP&A Analyst,Gurugram,798471,5.9,47,Notice Period,Meets Expectations,2,2026,Pooja Verma,Contract,"Data Governance, SQL, Collibra"
10488,Pooja Gupta,Analytics,Senior Data Analyst,Noida,2244336,6.7,52,Active,Meets Expectations,6,2021,Manish Rao,Contract,"Excel, SQL, Tableau"
10489,Sneha Singh,Finance,Finance Manager,Bengaluru,1610910,7.4,36,Active,Good,3,2021,Kabir Rao,Full Time,"Excel, SQL, Tableau"
10490,Varun Verma,Data Engineering,Data Platform Engineer,Pune,869633,13.5,50,Active,Meets Expectations,4,2019,Aditya Shah,Full Time,"Python, SQL, Pandas"
10491,Siddharth Nair,Marketing,Marketing Specialist,Chennai,1806426,12.5,34,Active,Excellent,2,2014,Siddharth Singh,Full Time,"Python, PySpark, AWS"
10492,Rahul Iyer,Human Resources,People Operations Analyst,Chennai,1531360,5.0,51,Active,Needs Improvement,5,2024,Aarav Nair,Contract,"Risk Analysis, Excel, SQL"
10493,Aarav Nair,Technology,Backend Developer,Bengaluru,463403,9.7,48,Active,Needs Improvement,4,2023,Rohan Desai,Full Time,"Excel, SQL, Tableau"
10494,Nikhil Nair,Finance,Risk Analyst,Gurugram,506802,13.3,55,Active,Meets Expectations,8,2017,Kavya Sharma,Contract,"Machine Learning, Python, Scikit-learn"
10495,Rahul Kapoor,Human Resources,HR Analyst,Mumbai,1508599,13.4,27,On Leave,Needs Improvement,2,2017,Vikram Singh,Full Time,"Data Governance, SQL, Collibra"
10496,Sneha Joshi,Analytics,Business Analyst,Delhi,582098,10.1,39,Active,Meets Expectations,6,2023,Rohan Kapoor,Full Time,"Data Governance, SQL, Collibra"
10497,Harsh Mehta,Operations,Process Analyst,Ahmedabad,2163503,8.6,28,Notice Period,Meets Expectations,1,2011,Kabir Khan,Contract,"Data Governance, SQL, Collibra"
10498,Simran Verma,Operations,Operations Analyst,Mumbai,805891,1.3,30,On Leave,Needs Improvement,2,2022,Karan Patel,Contract,"Excel, SQL, Tableau"
10499,Pooja Singh,Finance,FP&A Analyst,Pune,1740220,3.5,52,Active,Good,8,2014,Rahul Iyer,Full Time,"Data Governance, SQL, Collibra"
10500,Nikhil Gupta,Data Engineering,Data Engineer,Pune,1198981,3.3,25,On Leave,Good,7,2014,Vikram Sharma,Contract,"LLM, RAG, LangChain, Python"
10501,Manish Kulkarni,Data Engineering,Data Engineer,Hyderabad,804516,10.9,50,Active,Excellent,2,2018,Meera Sharma,Contract,"Risk Analysis, Excel, SQL"
10502,Shreya Shah,Cybersecurity,Cybersecurity Engineer,Delhi,1900549,11.8,42,Active,Excellent,6,2023,Rahul Gupta,Full Time,"SQL, Power BI, Excel"
10503,Harsh Desai,Analytics,BI Analyst,Ahmedabad,1199656,6.2,51,Notice Period,Very Good,8,2023,Aditi Shah,Full Time,"SQL, Power BI, Excel"
10504,Riya Kapoor,Analytics,Senior Data Analyst,Hyderabad,2348711,11.3,57,On Leave,Needs Improvement,6,2022,Vikram Gupta,Full Time,"Excel, SQL, Tableau"
10505,Harsh Sharma,Data Engineering,Data Engineer,Noida,2034175,8.0,27,Active,Excellent,5,2018,Ananya Gupta,Full Time,"AWS, Docker, Kubernetes"
10506,Isha Desai,Analytics,Business Analyst,Gurugram,815522,8.9,45,Notice Period,Meets Expectations,5,2023,Tanvi Desai,Full Time,"AWS, Docker, Kubernetes"
10507,Isha Khan,Operations,Process Analyst,Kolkata,2198037,5.2,33,On Leave,Needs Improvement,8,2022,Riya Gupta,Contract,"Data Governance, SQL, Collibra"
10508,Nikhil Khan,Finance,Risk Analyst,Ahmedabad,496758,6.6,56,Active,Excellent,2,2017,Priya Shah,Full Time,"Risk Analysis, Excel, SQL"
10509,Yash Kapoor,Operations,Operations Manager,Ahmedabad,856802,10.7,34,Active,Very Good,3,2026,Meera Mehta,Full Time,"Data Governance, SQL, Collibra"
10510,Pooja Gupta,Operations,Program Coordinator,Delhi,913425,5.4,26,Active,Needs Improvement,4,2013,Kavya Rao,Contract,"SQL, Power BI, Excel"
10511,Meera Kapoor,Operations,Program Coordinator,Hyderabad,2350084,0.7,52,Active,Needs Improvement,1,2011,Shreya Gupta,Contract,"Machine Learning, Python, Scikit-learn"
10512,Nikhil Singh,Product,Associate Product Manager,Gurugram,528452,3.8,48,On Leave,Meets Expectations,3,2012,Rahul Iyer,Full Time,"Java, Spring Boot, SQL"
10513,Pooja Rao,Data Engineering,Data Platform Engineer,Bengaluru,1129070,7.7,24,Active,Very Good,3,2021,Simran Patel,Full Time,"Excel, SQL, Tableau"
10514,Rahul Joshi,Human Resources,People Operations Analyst,Mumbai,1377654,0.5,37,On Leave,Excellent,5,2014,Pooja Desai,Full Time,"Machine Learning, Python, Scikit-learn"
10515,Tanvi Nair,Marketing,Digital Marketing Manager,Gurugram,1369609,1.6,27,Active,Good,8,2024,Simran Gupta,Full Time,"Python, PySpark, AWS"
10516,Sneha Shah,Human Resources,HR Manager,Hyderabad,1132441,13.5,40,Active,Very Good,2,2026,Meera Kapoor,Full Time,"Risk Analysis, Excel, SQL"
10517,Varun Singh,Marketing,Digital Marketing Manager,Noida,2034472,7.0,52,Active,Needs Improvement,6,2011,Dev Rao,Contract,"SQL, Power BI, Excel"
10518,Neha Nair,Finance,FP&A Analyst,Kolkata,1116707,10.5,36,Notice Period,Excellent,7,2020,Siddharth Joshi,Full Time,"Risk Analysis, Excel, SQL"
10519,Manish Gupta,Sales,Business Development Executive,Noida,2288966,4.3,37,On Leave,Very Good,6,2011,Riya Singh,Contract,"Machine Learning, Python, Scikit-learn"
10520,Meera Kapoor,Product,Product Manager,Ahmedabad,912889,10.1,51,Active,Good,3,2013,Pooja Singh,Full Time,"Python, PySpark, AWS"
10521,Rahul Shah,Human Resources,People Operations Analyst,Noida,789705,8.6,28,On Leave,Needs Improvement,7,2018,Ananya Nair,Contract,"Java, Spring Boot, SQL"
10522,Tanvi Rao,Finance,Financial Analyst,Kolkata,1263196,13.1,31,Active,Good,7,2023,Priya Singh,Full Time,"Risk Analysis, Excel, SQL"
10523,Manish Khan,Product,Product Manager,Kolkata,1297221,8.8,23,Active,Meets Expectations,1,2022,Shreya Kulkarni,Full Time,"Java, Spring Boot, SQL"
10524,Manish Sharma,Marketing,Digital Marketing Manager,Mumbai,2143203,3.6,27,Active,Needs Improvement,4,2016,Siddharth Joshi,Contract,"Python, SQL, Pandas"
10525,Ananya Verma,Analytics,Data Analyst,Chennai,1780617,1.4,55,Active,Good,8,2013,Karan Desai,Full Time,"AWS, Docker, Kubernetes"
10526,Meera Verma,Technology,AI Engineer,Chennai,1408400,9.7,56,Notice Period,Excellent,8,2020,Harsh Rao,Full Time,"LLM, RAG, LangChain, Python"
10527,Manish Joshi,Human Resources,Talent Partner,Ahmedabad,1739394,13.2,25,Active,Needs Improvement,4,2011,Siddharth Joshi,Full Time,"SQL, Power BI, Excel"
10528,Aditya Kapoor,Sales,Sales Analyst,Noida,780674,5.3,58,Notice Period,Needs Improvement,4,2022,Isha Shah,Full Time,"AWS, Docker, Kubernetes"
10529,Isha Shah,Operations,Operations Analyst,Gurugram,1791892,4.1,39,Active,Meets Expectations,1,2020,Yash Sharma,Contract,"Python, PySpark, AWS"
10530,Shreya Iyer,Marketing,Marketing Specialist,Noida,2277606,11.5,43,Active,Meets Expectations,1,2012,Shreya Nair,Full Time,"Machine Learning, Python, Scikit-learn"
10531,Tanvi Khan,Marketing,Marketing Analyst,Delhi,864269,10.8,26,Notice Period,Good,6,2026,Priya Desai,Full Time,"Excel, SQL, Tableau"
10532,Shreya Mehta,Human Resources,Talent Partner,Delhi,2246858,1.6,55,On Leave,Very Good,2,2020,Naina Kulkarni,Full Time,"Risk Analysis, Excel, SQL"
10533,Harsh Mehta,Operations,Program Coordinator,Pune,1301667,8.1,21,Active,Needs Improvement,8,2020,Nikhil Iyer,Contract,"Risk Analysis, Excel, SQL"
10534,Isha Shah,Cybersecurity,Security Engineer,Pune,1748402,9.9,34,Active,Needs Improvement,5,2014,Sneha Mehta,Full Time,"Python, SQL, Pandas"
10535,Naina Singh,Human Resources,People Operations Analyst,Noida,2282288,8.9,33,Active,Meets Expectations,4,2015,Sneha Kapoor,Full Time,"Machine Learning, Python, Scikit-learn"
10536,Neha Iyer,Data Engineering,Senior Data Engineer,Delhi,619872,10.1,52,Active,Good,4,2021,Meera Desai,Full Time,"LLM, RAG, LangChain, Python"
10537,Yash Singh,Human Resources,People Operations Analyst,Delhi,1715158,2.1,36,On Leave,Good,3,2025,Priya Patel,Full Time,"Python, SQL, Pandas"
10538,Yash Khan,Operations,Program Coordinator,Ahmedabad,1562401,0.9,40,Active,Good,5,2020,Ananya Kapoor,Full Time,"Java, Spring Boot, SQL"
10539,Aarav Mehta,Product,Product Operations Analyst,Gurugram,528309,12.1,45,Active,Very Good,7,2020,Tanvi Iyer,Full Time,"Data Governance, SQL, Collibra"
10540,Kabir Patel,Operations,Program Coordinator,Hyderabad,1198026,11.1,46,Active,Very Good,3,2026,Meera Joshi,Contract,"Data Governance, SQL, Collibra"
10541,Sneha Desai,Marketing,Marketing Analyst,Pune,975454,10.7,25,Active,Very Good,3,2013,Meera Joshi,Contract,"Excel, SQL, Tableau"
10542,Manish Singh,Analytics,Business Analyst,Noida,793327,9.4,53,Active,Meets Expectations,8,2025,Siddharth Singh,Contract,"Risk Analysis, Excel, SQL"
10543,Simran Desai,Marketing,Marketing Analyst,Ahmedabad,1522149,14.3,49,On Leave,Needs Improvement,8,2012,Meera Gupta,Full Time,"SQL, Power BI, Excel"
10544,Tanvi Nair,Data Engineering,Data Engineer,Gurugram,1556084,3.6,48,On Leave,Very Good,3,2013,Maya Khan,Full Time,"Java, Spring Boot, SQL"
10545,Vikram Khan,Sales,Sales Analyst,Pune,661805,3.2,55,Notice Period,Very Good,8,2024,Naina Kapoor,Full Time,"Risk Analysis, Excel, SQL"
10546,Aarav Shah,Data Engineering,Data Platform Engineer,Mumbai,1811862,7.1,41,Active,Excellent,6,2021,Tanvi Kapoor,Full Time,"Machine Learning, Python, Scikit-learn"
10547,Isha Sharma,Human Resources,HR Analyst,Kolkata,1349651,3.5,54,Active,Very Good,2,2014,Arjun Joshi,Full Time,"LLM, RAG, LangChain, Python"
10548,Tanvi Mehta,Marketing,Growth Analyst,Hyderabad,1796345,4.6,33,Active,Good,4,2017,Riya Patel,Full Time,"Data Governance, SQL, Collibra"
10549,Vikram Kapoor,Marketing,Digital Marketing Manager,Gurugram,1569177,8.2,54,Active,Good,8,2012,Arjun Patel,Contract,"Python, PySpark, AWS"
10550,Aditya Shah,Human Resources,HR Analyst,Noida,500039,14.8,37,Active,Needs Improvement,1,2013,Simran Joshi,Contract,"Java, Spring Boot, SQL"
10551,Manish Patel,Data Engineering,Data Platform Engineer,Ahmedabad,2152144,2.3,51,Notice Period,Needs Improvement,8,2019,Shreya Singh,Full Time,"Java, Spring Boot, SQL"
10552,Maya Gupta,Operations,Program Coordinator,Noida,1276619,2.1,39,Notice Period,Good,1,2021,Maya Verma,Full Time,"Java, Spring Boot, SQL"
10553,Nikhil Shah,Sales,Sales Analyst,Gurugram,1256220,2.6,50,Active,Very Good,2,2017,Pooja Kulkarni,Full Time,"Excel, SQL, Tableau"
10554,Arjun Shah,Analytics,BI Analyst,Delhi,1998169,1.5,48,Active,Needs Improvement,8,2025,Siddharth Mehta,Full Time,"SQL, Power BI, Excel"
10555,Yash Patel,Technology,Backend Developer,Mumbai,1848173,1.0,21,Active,Meets Expectations,1,2024,Kabir Iyer,Contract,"AWS, Docker, Kubernetes"
10556,Sneha Singh,Sales,Account Executive,Ahmedabad,1618155,5.7,28,On Leave,Excellent,2,2020,Dev Sharma,Contract,"Risk Analysis, Excel, SQL"
10557,Aarav Khan,Sales,Business Development Executive,Gurugram,878145,7.4,25,Active,Excellent,2,2012,Aarav Nair,Contract,"Python, SQL, Pandas"
10558,Neha Desai,Operations,Operations Manager,Kolkata,585992,7.6,42,On Leave,Excellent,6,2020,Isha Rao,Full Time,"Java, Spring Boot, SQL"
10559,Aarav Kulkarni,Cybersecurity,Cybersecurity Engineer,Chennai,456267,5.3,44,On Leave,Needs Improvement,2,2016,Priya Kapoor,Contract,"Python, PySpark, AWS"
10560,Yash Sharma,Human Resources,HR Manager,Noida,2232295,5.5,51,Notice Period,Excellent,5,2022,Yash Nair,Contract,"Python, PySpark, AWS"
10561,Simran Verma,Finance,Finance Manager,Gurugram,1704155,5.5,28,Active,Meets Expectations,5,2013,Naina Gupta,Full Time,"SQL, Power BI, Excel"
10562,Yash Desai,Data Engineering,Senior Data Engineer,Chennai,1742305,8.9,53,Active,Good,5,2018,Arjun Khan,Full Time,"Risk Analysis, Excel, SQL"
10563,Ananya Iyer,Finance,Financial Analyst,Hyderabad,2333191,8.3,39,Active,Good,2,2022,Aditi Patel,Full Time,"Java, Spring Boot, SQL"
10564,Ananya Desai,Human Resources,HR Manager,Hyderabad,1921030,12.3,46,On Leave,Very Good,3,2012,Vikram Desai,Contract,"Data Governance, SQL, Collibra"
10565,Kabir Iyer,Data Engineering,ETL Developer,Chennai,2150890,10.3,32,Active,Meets Expectations,8,2011,Arjun Nair,Full Time,"Data Governance, SQL, Collibra"
10566,Maya Gupta,Analytics,Business Analyst,Ahmedabad,1938437,3.9,31,On Leave,Very Good,8,2020,Riya Nair,Full Time,"Data Governance, SQL, Collibra"
10567,Aditi Rao,Marketing,Growth Analyst,Mumbai,1453629,14.7,50,Active,Excellent,3,2013,Harsh Desai,Full Time,"LLM, RAG, LangChain, Python"
10568,Riya Verma,Human Resources,HR Analyst,Delhi,1969087,2.9,31,Notice Period,Excellent,5,2011,Tanvi Joshi,Contract,"Machine Learning, Python, Scikit-learn"
10569,Isha Patel,Operations,Operations Manager,Mumbai,2130201,3.3,22,Active,Needs Improvement,8,2011,Dev Singh,Contract,"SQL, Power BI, Excel"
10570,Rohan Verma,Human Resources,HR Manager,Mumbai,1314421,4.1,43,Notice Period,Very Good,3,2023,Neha Kulkarni,Full Time,"AWS, Docker, Kubernetes"
10571,Kavya Singh,Human Resources,HR Analyst,Ahmedabad,1195911,2.5,23,Notice Period,Needs Improvement,2,2016,Naina Khan,Full Time,"AWS, Docker, Kubernetes"
10572,Tanvi Joshi,Analytics,Business Analyst,Hyderabad,2324645,10.8,44,Notice Period,Excellent,5,2011,Kavya Iyer,Full Time,"LLM, RAG, LangChain, Python"
10573,Karan Kapoor,Finance,Finance Manager,Noida,975393,3.9,45,On Leave,Excellent,7,2012,Aarav Khan,Full Time,"Python, SQL, Pandas"
10574,Meera Rao,Sales,Account Executive,Chennai,1935464,14.7,36,Active,Very Good,7,2020,Riya Verma,Contract,"Python, PySpark, AWS"
10575,Varun Singh,Finance,Finance Manager,Pune,490315,14.1,48,Active,Excellent,2,2018,Shreya Mehta,Full Time,"Risk Analysis, Excel, SQL"
10576,Tanvi Gupta,Data Engineering,Senior Data Engineer,Noida,830469,7.5,45,Active,Excellent,6,2012,Nikhil Singh,Full Time,"Python, PySpark, AWS"
10577,Simran Kapoor,Finance,Risk Analyst,Kolkata,1525126,11.2,31,Notice Period,Meets Expectations,6,2015,Rohan Sharma,Full Time,"Risk Analysis, Excel, SQL"
10578,Rahul Kulkarni,Product,Product Manager,Chennai,1322178,10.3,42,Notice Period,Meets Expectations,7,2022,Karan Singh,Full Time,"Python, PySpark, AWS"
10579,Manish Desai,Cybersecurity,Security Analyst,Pune,1885821,10.3,26,Active,Needs Improvement,2,2024,Arjun Mehta,Full Time,"LLM, RAG, LangChain, Python"
10580,Manish Desai,Sales,Sales Analyst,Gurugram,1408236,10.3,41,Active,Good,2,2019,Yash Kulkarni,Contract,"Data Governance, SQL, Collibra"
10581,Rohan Joshi,Data Engineering,Senior Data Engineer,Kolkata,1267422,6.6,21,Active,Meets Expectations,6,2023,Riya Singh,Full Time,"Risk Analysis, Excel, SQL"
10582,Kavya Iyer,Operations,Process Analyst,Gurugram,742215,12.6,39,Active,Good,4,2013,Sneha Singh,Full Time,"Python, SQL, Pandas"
10583,Aarav Khan,Finance,FP&A Analyst,Gurugram,1220863,0.6,47,Active,Meets Expectations,7,2012,Simran Khan,Full Time,"Java, Spring Boot, SQL"
10584,Pooja Joshi,Cybersecurity,Security Analyst,Bengaluru,1398335,13.5,26,Active,Very Good,1,2018,Varun Joshi,Full Time,"Python, SQL, Pandas"
10585,Shreya Iyer,Operations,Program Coordinator,Kolkata,1429848,5.8,28,On Leave,Excellent,5,2023,Rohan Joshi,Contract,"Risk Analysis, Excel, SQL"
10586,Isha Kulkarni,Product,Product Analyst,Noida,2315935,5.8,55,On Leave,Needs Improvement,1,2014,Isha Gupta,Full Time,"LLM, RAG, LangChain, Python"
10587,Yash Khan,Marketing,Growth Analyst,Noida,1512726,13.4,47,Active,Very Good,5,2014,Arjun Nair,Contract,"AWS, Docker, Kubernetes"
10588,Arjun Iyer,Finance,Financial Analyst,Gurugram,1684524,2.3,38,Active,Excellent,4,2020,Arjun Desai,Contract,"Machine Learning, Python, Scikit-learn"
10589,Neha Mehta,Product,Associate Product Manager,Kolkata,1842517,4.1,48,On Leave,Excellent,7,2026,Priya Verma,Full Time,"LLM, RAG, LangChain, Python"
10590,Neha Nair,Data Engineering,Senior Data Engineer,Pune,1175649,3.9,48,Active,Meets Expectations,7,2014,Tanvi Verma,Full Time,"Python, PySpark, AWS"
10591,Siddharth Kapoor,Analytics,BI Analyst,Hyderabad,1497587,1.2,54,Notice Period,Excellent,7,2014,Neha Khan,Full Time,"SQL, Power BI, Excel"
10592,Yash Kapoor,Technology,Software Engineer,Ahmedabad,457504,6.6,34,Active,Meets Expectations,2,2014,Nikhil Desai,Full Time,"Risk Analysis, Excel, SQL"
10593,Pooja Shah,Technology,ML Engineer,Noida,1646319,1.8,57,Active,Meets Expectations,6,2023,Manish Sharma,Contract,"AWS, Docker, Kubernetes"
10594,Aarav Joshi,Operations,Operations Analyst,Ahmedabad,1453736,13.8,31,Notice Period,Needs Improvement,8,2019,Isha Joshi,Contract,"Data Governance, SQL, Collibra"
10595,Dev Verma,Sales,Account Executive,Pune,1779338,12.7,23,Active,Meets Expectations,1,2016,Aditi Kapoor,Contract,"Python, SQL, Pandas"
10596,Naina Singh,Operations,Process Analyst,Kolkata,536216,12.8,40,Active,Needs Improvement,6,2011,Vikram Singh,Contract,"Python, PySpark, AWS"
10597,Priya Singh,Marketing,Marketing Analyst,Gurugram,2053216,15.0,25,On Leave,Needs Improvement,7,2013,Priya Rao,Full Time,"LLM, RAG, LangChain, Python"
10598,Sneha Singh,Data Engineering,Senior Data Engineer,Chennai,1155978,10.5,48,Active,Good,2,2025,Aditi Nair,Full Time,"Data Governance, SQL, Collibra"
10599,Aditya Gupta,Operations,Program Coordinator,Mumbai,2358158,13.7,49,Active,Meets Expectations,7,2024,Riya Patel,Full Time,"AWS, Docker, Kubernetes"
10600,Shreya Khan,Marketing,Marketing Analyst,Ahmedabad,1637641,12.4,51,Active,Very Good,7,2026,Arjun Nair,Full Time,"Excel, SQL, Tableau"
10601,Kavya Shah,Technology,AI Engineer,Hyderabad,487534,2.2,43,Active,Very Good,3,2013,Sneha Gupta,Full Time,"Excel, SQL, Tableau"
10602,Maya Gupta,Operations,Operations Analyst,Kolkata,2268153,4.4,58,Active,Excellent,1,2017,Nikhil Joshi,Full Time,"LLM, RAG, LangChain, Python"
10603,Rahul Iyer,Sales,Sales Manager,Bengaluru,1252064,5.2,53,Notice Period,Excellent,6,2021,Rahul Mehta,Contract,"LLM, RAG, LangChain, Python"
10604,Rahul Singh,Product,Associate Product Manager,Delhi,1474924,2.6,53,Active,Good,6,2026,Aditya Patel,Full Time,"Python, PySpark, AWS"
10605,Kavya Iyer,Data Engineering,Data Platform Engineer,Pune,1064873,4.4,25,Notice Period,Meets Expectations,3,2026,Meera Sharma,Full Time,"SQL, Power BI, Excel"
10606,Aditya Kulkarni,Operations,Program Coordinator,Gurugram,1663332,2.7,57,Active,Good,5,2014,Tanvi Joshi,Contract,"LLM, RAG, LangChain, Python"
10607,Varun Desai,Product,Associate Product Manager,Kolkata,1753304,9.3,24,On Leave,Excellent,4,2019,Yash Gupta,Full Time,"LLM, RAG, LangChain, Python"
10608,Naina Kulkarni,Finance,Financial Analyst,Hyderabad,1104519,6.0,56,Active,Meets Expectations,5,2018,Siddharth Rao,Full Time,"AWS, Docker, Kubernetes"
10609,Naina Rao,Sales,Sales Analyst,Delhi,652624,2.4,31,Active,Meets Expectations,4,2014,Arjun Rao,Contract,"Risk Analysis, Excel, SQL"
10610,Tanvi Joshi,Marketing,Marketing Specialist,Ahmedabad,828752,11.0,30,On Leave,Meets Expectations,6,2014,Kavya Gupta,Full Time,"LLM, RAG, LangChain, Python"
10611,Isha Desai,Product,Associate Product Manager,Hyderabad,2359558,12.2,32,Active,Excellent,7,2022,Kabir Patel,Full Time,"Data Governance, SQL, Collibra"
